lineage	month	lineage_counts_covspectrum	lineage_counts_genbank	total_counts_covspectrum	total_counts_genbank	monthly_frequency_covspectrum	monthly_frequency_genbank
XFG.14.4	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.17.4	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.2.8.1	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.3.1.9	2025-10	2	2	6584	4279	0.000304	0.000467
XFG.3.13.1	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.3.27	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.3.27.2	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.3.3.2	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.3.5.2	2025-10	2	2	6584	4279	0.000304	0.000467
XFG.5.2.6	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.6.3.2	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.6.6	2025-10	3	2	6584	4279	0.000456	0.000467
XFG.6.7	2025-10	3	2	6584	4279	0.000456	0.000467
XFT.1	2025-10	2	2	6584	4279	0.000304	0.000467
XGJ	2025-10	2	2	6584	4279	0.000304	0.000467
NB.1.8	2025-10	3	0	6584	4279	0.000456	0
PL.3	2025-10	3	1	6584	4279	0.000456	0.000234
PQ.17.3	2025-10	3	1	6584	4279	0.000456	0.000234
PQ.24	2025-10	3	0	6584	4279	0.000456	0
PQ.31.1	2025-10	3	1	6584	4279	0.000456	0.000234
PQ.41	2025-10	3	1	6584	4279	0.000456	0.000234
PQ.6	2025-10	3	1	6584	4279	0.000456	0.000234
RF.4	2025-10	3	1	6584	4279	0.000456	0.000234
XFG.12	2025-10	3	1	6584	4279	0.000456	0.000234
XFG.14.1.6	2025-10	3	1	6584	4279	0.000456	0.000234
XFG.14.1.8	2025-10	3	1	6584	4279	0.000456	0.000234
XFG.3.19	2025-10	3	1	6584	4279	0.000456	0.000234
XFG.3.3	2025-10	3	1	6584	4279	0.000456	0.000234
XFG.7.1.1	2025-10	3	1	6584	4279	0.000456	0.000234
XFG.8.4	2025-10	3	1	6584	4279	0.000456	0.000234
XFN.1	2025-10	3	1	6584	4279	0.000456	0.000234
XFW.1.1	2025-10	3	0	6584	4279	0.000456	0
LF.7.11.1	2025-10	2	1	6584	4279	0.000304	0.000234
NW.1.2.4	2025-10	2	1	6584	4279	0.000304	0.000234
NW.1.2.5	2025-10	2	1	6584	4279	0.000304	0.000234
NY.13	2025-10	2	1	6584	4279	0.000304	0.000234
NY.3.3	2025-10	2	0	6584	4279	0.000304	0
PQ.10.1.2	2025-10	2	0	6584	4279	0.000304	0
PQ.17.10	2025-10	2	1	6584	4279	0.000304	0.000234
PQ.17.4	2025-10	2	0	6584	4279	0.000304	0
PQ.17.6	2025-10	2	1	6584	4279	0.000304	0.000234
PQ.18	2025-10	2	1	6584	4279	0.000304	0.000234
PQ.2.1.6	2025-10	2	0	6584	4279	0.000304	0
PQ.2.5.3	2025-10	2	1	6584	4279	0.000304	0.000234
PQ.27	2025-10	2	1	6584	4279	0.000304	0.000234
PQ.41.1	2025-10	2	1	6584	4279	0.000304	0.000234
PQ.41.1.1	2025-10	2	0	6584	4279	0.000304	0
PY.7	2025-10	2	0	6584	4279	0.000304	0
QK.1	2025-10	2	1	6584	4279	0.000304	0.000234
XDR	2025-10	2	0	6584	4279	0.000304	0
XFC.1.3.1	2025-10	2	0	6584	4279	0.000304	0
XFC.1.8	2025-10	2	0	6584	4279	0.000304	0
XFC.3.3.2	2025-10	2	0	6584	4279	0.000304	0
XFC.3.5	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.14.7	2025-10	2	0	6584	4279	0.000304	0
XFG.23.1.4	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.3.1.12	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.3.12	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.3.4.4	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.4.1.2	2025-10	2	0	6584	4279	0.000304	0
XFG.4.1.5	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.5.2.5	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.5.4.1	2025-10	2	0	6584	4279	0.000304	0
XFG.6.12	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.6.2.1	2025-10	2	0	6584	4279	0.000304	0
XFG.6.2.2	2025-10	2	0	6584	4279	0.000304	0
XFG.6.5	2025-10	2	1	6584	4279	0.000304	0.000234
XFG.9.4.1	2025-10	2	1	6584	4279	0.000304	0.000234
XFJ	2025-10	2	0	6584	4279	0.000304	0
XFJ.3	2025-10	2	0	6584	4279	0.000304	0
XFJ.3.1.2	2025-10	2	1	6584	4279	0.000304	0.000234
XFJ.8	2025-10	2	1	6584	4279	0.000304	0.000234
XFW	2025-10	2	1	6584	4279	0.000304	0.000234
JN.1.11	2025-10	0	1	6584	4279	0	0.000234
NY.13.2.1	2025-10	1	1	6584	4279	0.000152	0.000234
NY.24	2025-10	1	1	6584	4279	0.000152	0.000234
NY.3.4	2025-10	1	1	6584	4279	0.000152	0.000234
NY.3.6	2025-10	1	1	6584	4279	0.000152	0.000234
NY.6	2025-10	1	1	6584	4279	0.000152	0.000234
NY.7.1.2	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.1.3	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.10.1.4	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.2.1.10	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.2.1.12	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.2.3	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.2.7.1	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.31.3.1	2025-10	0	1	6584	4279	0	0.000234
PQ.31.4	2025-10	0	1	6584	4279	0	0.000234
PQ.39	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.43.1.1	2025-10	1	1	6584	4279	0.000152	0.000234
PQ.43.2	2025-10	1	1	6584	4279	0.000152	0.000234
PW.3	2025-10	1	1	6584	4279	0.000152	0.000234
RC.7.1	2025-10	0	1	6584	4279	0	0.000234
RH.1	2025-10	1	1	6584	4279	0.000152	0.000234
RJ.1	2025-10	1	1	6584	4279	0.000152	0.000234
XEC.27.2.2	2025-10	1	1	6584	4279	0.000152	0.000234
XFC.1.10	2025-10	1	1	6584	4279	0.000152	0.000234
XFC.3.2	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.10.3	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.14.2.1	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.2.4	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.23.1.3	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.23.2	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.3.1.4	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.3.1.6	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.3.1.8	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.3.25	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.3.28	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.3.4.5	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.3.4.9	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.35	2025-10	1	1	6584	4279	0.000152	0.000234
XFG.39	2025-10	1	1	6584	4279	0.000152	0.000234
XFJ.2.2	2025-10	1	1	6584	4279	0.000152	0.000234
XFJ.3.1.1	2025-10	1	1	6584	4279	0.000152	0.000234
XFJ.3.2	2025-10	1	1	6584	4279	0.000152	0.000234
XFJ.5	2025-10	1	1	6584	4279	0.000152	0.000234
XFV.6	2025-10	1	1	6584	4279	0.000152	0.000234
XGF	2025-10	1	1	6584	4279	0.000152	0.000234
GW.5.3.1	2025-10	1	0	6584	4279	0.000152	0
JN.1.16.1	2025-10	1	0	6584	4279	0.000152	0
JN.1.7.7	2025-10	1	0	6584	4279	0.000152	0
LF.7	2025-10	1	0	6584	4279	0.000152	0
LF.7.1.11	2025-10	1	0	6584	4279	0.000152	0
LF.7.1.8	2025-10	1	0	6584	4279	0.000152	0
LF.7.9	2025-10	1	0	6584	4279	0.000152	0
LP.8.1.11	2025-10	1	0	6584	4279	0.000152	0
NW.1.2.3	2025-10	1	0	6584	4279	0.000152	0
NW.1.7.2	2025-10	1	0	6584	4279	0.000152	0
NY.15	2025-10	1	0	6584	4279	0.000152	0
NY.18	2025-10	1	0	6584	4279	0.000152	0
NY.19	2025-10	1	0	6584	4279	0.000152	0
NY.23	2025-10	1	0	6584	4279	0.000152	0
NY.26.1	2025-10	1	0	6584	4279	0.000152	0
NY.3	2025-10	1	0	6584	4279	0.000152	0
NY.3.8	2025-10	1	0	6584	4279	0.000152	0
PD.1	2025-10	1	0	6584	4279	0.000152	0
PF.2.2	2025-10	1	0	6584	4279	0.000152	0
PF.5	2025-10	1	0	6584	4279	0.000152	0
PL.1.1	2025-10	1	0	6584	4279	0.000152	0
PQ.13.3.1	2025-10	1	0	6584	4279	0.000152	0
PQ.14.3	2025-10	1	0	6584	4279	0.000152	0
PQ.2.4.3	2025-10	1	0	6584	4279	0.000152	0
PQ.25.1	2025-10	1	0	6584	4279	0.000152	0
PQ.39.1	2025-10	1	0	6584	4279	0.000152	0
PY.1.3	2025-10	1	0	6584	4279	0.000152	0
PY.1.4.1	2025-10	1	0	6584	4279	0.000152	0
QF.2.2.1	2025-10	1	0	6584	4279	0.000152	0
RC.3	2025-10	1	0	6584	4279	0.000152	0
RE.2.1.1	2025-10	1	0	6584	4279	0.000152	0
RE.2.4	2025-10	1	0	6584	4279	0.000152	0
XDV.1.5.1	2025-10	1	0	6584	4279	0.000152	0
XEC	2025-10	1	0	6584	4279	0.000152	0
XEC.11.1	2025-10	1	0	6584	4279	0.000152	0
XEC.18.2	2025-10	1	0	6584	4279	0.000152	0
XFG.2.1	2025-10	1	0	6584	4279	0.000152	0
XFG.2.3	2025-10	1	0	6584	4279	0.000152	0
XFG.25	2025-10	1	0	6584	4279	0.000152	0
XFG.3.14	2025-10	1	0	6584	4279	0.000152	0
XFG.3.18	2025-10	1	0	6584	4279	0.000152	0
XFG.34	2025-10	1	0	6584	4279	0.000152	0
XFG.37	2025-10	1	0	6584	4279	0.000152	0
XFG.5.1.5	2025-10	1	0	6584	4279	0.000152	0
XFG.5.4.2	2025-10	1	0	6584	4279	0.000152	0
XFG.9.4.2	2025-10	1	0	6584	4279	0.000152	0
XFJ.10	2025-10	1	0	6584	4279	0.000152	0
XFJ.6	2025-10	1	0	6584	4279	0.000152	0
XFN	2025-10	1	0	6584	4279	0.000152	0
XGG	2025-10	1	0	6584	4279	0.000152	0
XGM	2025-10	1	0	6584	4279	0.000152	0
XFG.3	2025-11	243	157	3574	2232	0.068	0.0703
XFG.17.2.1	2025-11	102	75	3574	2232	0.0285	0.0336
XFG.5.1	2025-11	101	53	3574	2232	0.0283	0.0237
XFG.2	2025-11	93	60	3574	2232	0.026	0.0269
NB.1.8.1	2025-11	84	56	3574	2232	0.0235	0.0251
XFG.14.1	2025-11	89	53	3574	2232	0.0249	0.0237
QF.2	2025-11	66	53	3574	2232	0.0185	0.0237
XFG	2025-11	70	41	3574	2232	0.0196	0.0184
XFG.3.4.1	2025-11	63	37	3574	2232	0.0176	0.0166
XFG.9	2025-11	50	38	3574	2232	0.014	0.017
XFG.3.15	2025-11	52	36	3574	2232	0.0145	0.0161
XFG.3.4.3	2025-11	56	32	3574	2232	0.0157	0.0143
QK.2	2025-11	38	32	3574	2232	0.0106	0.0143
XFG.22	2025-11	50	31	3574	2232	0.014	0.0139
PQ.17	2025-11	47	31	3574	2232	0.0132	0.0139
PQ.2	2025-11	46	22	3574	2232	0.0129	0.00986
XFG.4.1	2025-11	46	23	3574	2232	0.0129	0.0103
XFG.5.2	2025-11	44	26	3574	2232	0.0123	0.0116
XFZ	2025-11	41	22	3574	2232	0.0115	0.00986
XFG.9.3.2	2025-11	28	25	3574	2232	0.00783	0.0112
XFG.3.9	2025-11	39	19	3574	2232	0.0109	0.00851
XFG.1.1	2025-11	35	24	3574	2232	0.00979	0.0108
XFG.8	2025-11	38	22	3574	2232	0.0106	0.00986
XFG.3.12.1	2025-11	35	23	3574	2232	0.00979	0.0103
XFG.8.1	2025-11	34	21	3574	2232	0.00951	0.00941
XFG.3.4	2025-11	33	13	3574	2232	0.00923	0.00582
XFG.9.1	2025-11	32	19	3574	2232	0.00895	0.00851
XFG.30	2025-11	31	18	3574	2232	0.00867	0.00806
PQ.2.1	2025-11	29	19	3574	2232	0.00811	0.00851
QF.4	2025-11	22	19	3574	2232	0.00616	0.00851
XFG.21	2025-11	25	19	3574	2232	0.00699	0.00851
XFG.6	2025-11	30	12	3574	2232	0.00839	0.00538
XFG.3.1	2025-11	29	13	3574	2232	0.00811	0.00582
XFV	2025-11	29	18	3574	2232	0.00811	0.00806
XFG.1.1.1	2025-11	24	18	3574	2232	0.00672	0.00806
XFG.3.6	2025-11	27	17	3574	2232	0.00755	0.00762
XFY	2025-11	24	17	3574	2232	0.00672	0.00762
PQ.2.1.3	2025-11	20	16	3574	2232	0.0056	0.00717
XFG.2.5	2025-11	20	16	3574	2232	0.0056	0.00717
XFG.6.2	2025-11	23	16	3574	2232	0.00644	0.00717
XFG.4	2025-11	25	15	3574	2232	0.00699	0.00672
XFG.2.6	2025-11	17	15	3574	2232	0.00476	0.00672
PQ.8	2025-11	15	14	3574	2232	0.0042	0.00627
XFG.23.1.4	2025-11	15	14	3574	2232	0.0042	0.00627
XFG.3.10	2025-11	16	14	3574	2232	0.00448	0.00627
XFG.26	2025-11	22	11	3574	2232	0.00616	0.00493
XFG.9.3	2025-11	22	13	3574	2232	0.00616	0.00582
XFG.5.4	2025-11	21	12	3574	2232	0.00588	0.00538
QF.1.1.1	2025-11	19	13	3574	2232	0.00532	0.00582
XFG.3.7.1	2025-11	16	13	3574	2232	0.00448	0.00582
QF.3	2025-11	15	12	3574	2232	0.0042	0.00538
QK.3	2025-11	13	12	3574	2232	0.00364	0.00538
RN.1	2025-11	16	12	3574	2232	0.00448	0.00538
XFG.2.9	2025-11	18	12	3574	2232	0.00504	0.00538
XFG.3.10.1	2025-11	15	12	3574	2232	0.0042	0.00538
XFG.9.4	2025-11	14	12	3574	2232	0.00392	0.00538
XFG.2.5.1	2025-11	18	1	3574	2232	0.00504	0.000448
XFG.3.4.2	2025-11	18	11	3574	2232	0.00504	0.00493
QT.3	2025-11	16	11	3574	2232	0.00448	0.00493
XFG.14.1.1	2025-11	15	10	3574	2232	0.0042	0.00448
QF.7	2025-11	15	6	3574	2232	0.0042	0.00269
XFG.5	2025-11	15	8	3574	2232	0.0042	0.00358
QS.3	2025-11	0	9	3574	2232	0	0.00403
XFG.28	2025-11	10	9	3574	2232	0.0028	0.00403
XFG.3.17	2025-11	13	9	3574	2232	0.00364	0.00403
XFG.3.8	2025-11	11	9	3574	2232	0.00308	0.00403
XFG.14.1.3	2025-11	9	8	3574	2232	0.00252	0.00358
XFG.2.13	2025-11	10	8	3574	2232	0.0028	0.00358
XFG.2.7	2025-11	10	8	3574	2232	0.0028	0.00358
XFG.6.8	2025-11	12	8	3574	2232	0.00336	0.00358
XFG.7.1	2025-11	10	8	3574	2232	0.0028	0.00358
XFZ.1	2025-11	12	8	3574	2232	0.00336	0.00358
PQ.4.1	2025-11	12	5	3574	2232	0.00336	0.00224
QQ.2	2025-11	12	3	3574	2232	0.00336	0.00134
XFG.5.1.4	2025-11	12	4	3574	2232	0.00336	0.00179
XFG.5.1.7	2025-11	12	6	3574	2232	0.00336	0.00269
PQ.14.2	2025-11	11	7	3574	2232	0.00308	0.00314
PQ.2.1.7	2025-11	10	7	3574	2232	0.0028	0.00314
QS.2	2025-11	11	7	3574	2232	0.00308	0.00314
XFG.10.4	2025-11	9	7	3574	2232	0.00252	0.00314
XFG.22.1	2025-11	10	7	3574	2232	0.0028	0.00314
XFG.3.13	2025-11	9	7	3574	2232	0.00252	0.00314
XFG.3.7	2025-11	10	7	3574	2232	0.0028	0.00314
XFG.32	2025-11	8	7	3574	2232	0.00224	0.00314
XFG.23.1.2	2025-11	11	6	3574	2232	0.00308	0.00269
XFG.3.24	2025-11	11	6	3574	2232	0.00308	0.00269
XFG.3.4.6	2025-11	11	6	3574	2232	0.00308	0.00269
XFG.31	2025-11	11	6	3574	2232	0.00308	0.00269
PQ.8.1	2025-11	10	4	3574	2232	0.0028	0.00179
XFG.2.7.2	2025-11	10	6	3574	2232	0.0028	0.00269
XFG.6.3	2025-11	10	5	3574	2232	0.0028	0.00224
XFV.5	2025-11	10	6	3574	2232	0.0028	0.00269
PQ.1	2025-11	8	6	3574	2232	0.00224	0.00269
QF.1	2025-11	9	6	3574	2232	0.00252	0.00269
XFG.3.30.2	2025-11	8	6	3574	2232	0.00224	0.00269
XFG.5.2.4	2025-11	6	6	3574	2232	0.00168	0.00269
XFG.6.4	2025-11	7	6	3574	2232	0.00196	0.00269
XFN.2.1	2025-11	6	6	3574	2232	0.00168	0.00269
XGA	2025-11	9	6	3574	2232	0.00252	0.00269
PQ.2.1.4	2025-11	9	5	3574	2232	0.00252	0.00224
QY.2	2025-11	9	4	3574	2232	0.00252	0.00179
XFG.10	2025-11	9	3	3574	2232	0.00252	0.00134
XFG.36	2025-11	9	5	3574	2232	0.00252	0.00224
PF.2.4	2025-11	5	5	3574	2232	0.0014	0.00224
PQ.10	2025-11	6	5	3574	2232	0.00168	0.00224
PQ.2.5	2025-11	8	5	3574	2232	0.00224	0.00224
QW.1.1	2025-11	5	5	3574	2232	0.0014	0.00224
XFG.17.3	2025-11	5	5	3574	2232	0.0014	0.00224
XFG.3.1.10	2025-11	5	5	3574	2232	0.0014	0.00224
XFG.3.1.12	2025-11	7	5	3574	2232	0.00196	0.00224
XFG.3.3.2	2025-11	7	5	3574	2232	0.00196	0.00224
XFG.3.8.1	2025-11	6	5	3574	2232	0.00168	0.00224
XFG.4.1.3	2025-11	6	5	3574	2232	0.00168	0.00224
XFG.8.3	2025-11	5	5	3574	2232	0.0014	0.00224
PQ.2.4	2025-11	8	4	3574	2232	0.00224	0.00179
PQ.2.8.1	2025-11	8	3	3574	2232	0.00224	0.00134
QF.5	2025-11	8	2	3574	2232	0.00224	0.000896
XFG.1.2	2025-11	8	3	3574	2232	0.00224	0.00134
XFG.14.1.5	2025-11	8	3	3574	2232	0.00224	0.00134
XFG.14.2	2025-11	8	2	3574	2232	0.00224	0.000896
XFG.3.18.1	2025-11	8	3	3574	2232	0.00224	0.00134
XFG.9.5	2025-11	8	4	3574	2232	0.00224	0.00179
LF.7.11.2	2025-11	7	4	3574	2232	0.00196	0.00179
PQ.32	2025-11	7	3	3574	2232	0.00196	0.00134
RP.2	2025-11	7	4	3574	2232	0.00196	0.00179
XFG.14.1.4	2025-11	7	4	3574	2232	0.00196	0.00179
XFG.2.10	2025-11	7	2	3574	2232	0.00196	0.000896
XFG.29	2025-11	7	3	3574	2232	0.00196	0.00134
XFG.3.10.2	2025-11	7	3	3574	2232	0.00196	0.00134
XFG.3.5	2025-11	7	3	3574	2232	0.00196	0.00134
XFG.38	2025-11	7	4	3574	2232	0.00196	0.00179
XFG.5.2.3	2025-11	7	4	3574	2232	0.00196	0.00179
XFG.6.10	2025-11	7	4	3574	2232	0.00196	0.00179
XFG.8.5	2025-11	7	4	3574	2232	0.00196	0.00179
LF.7.11	2025-11	4	4	3574	2232	0.00112	0.00179
PQ.10.1	2025-11	5	4	3574	2232	0.0014	0.00179
PQ.2.1.5	2025-11	5	4	3574	2232	0.0014	0.00179
PQ.2.7	2025-11	6	4	3574	2232	0.00168	0.00179
PQ.37	2025-11	5	4	3574	2232	0.0014	0.00179
PQ.4.9	2025-11	6	4	3574	2232	0.00168	0.00179
QT.1	2025-11	4	4	3574	2232	0.00112	0.00179
XFG.14	2025-11	4	4	3574	2232	0.00112	0.00179
XFG.18.1	2025-11	5	4	3574	2232	0.0014	0.00179
XFG.23	2025-11	5	4	3574	2232	0.0014	0.00179
XFG.23.1.1	2025-11	5	4	3574	2232	0.0014	0.00179
XFG.3.1.9	2025-11	4	4	3574	2232	0.00112	0.00179
XFG.3.11	2025-11	4	4	3574	2232	0.00112	0.00179
XFG.3.2	2025-11	6	4	3574	2232	0.00168	0.00179
XFG.3.30.1	2025-11	4	4	3574	2232	0.00112	0.00179
XFG.4.1.4	2025-11	6	4	3574	2232	0.00168	0.00179
XFG.5.1.2	2025-11	5	4	3574	2232	0.0014	0.00179
XFG.6.2.1	2025-11	4	4	3574	2232	0.00112	0.00179
XFJ.3.1	2025-11	4	4	3574	2232	0.00112	0.00179
XFJ.3.1.1	2025-11	4	4	3574	2232	0.00112	0.00179
LF.7.11.4	2025-11	6	3	3574	2232	0.00168	0.00134
PQ.11	2025-11	6	3	3574	2232	0.00168	0.00134
PQ.17.2	2025-11	6	3	3574	2232	0.00168	0.00134
RE.2.2.3	2025-11	6	0	3574	2232	0.00168	0
RN.2	2025-11	6	2	3574	2232	0.00168	0.000896
XFG.16	2025-11	6	2	3574	2232	0.00168	0.000896
XFG.17	2025-11	6	1	3574	2232	0.00168	0.000448
XFG.3.16	2025-11	6	3	3574	2232	0.00168	0.00134
PQ.2.1.12	2025-11	5	3	3574	2232	0.0014	0.00134
PQ.6	2025-11	5	2	3574	2232	0.0014	0.000896
QF.1.1	2025-11	5	1	3574	2232	0.0014	0.000448
QM.1	2025-11	5	2	3574	2232	0.0014	0.000896
QM.2	2025-11	5	3	3574	2232	0.0014	0.00134
QQ.3	2025-11	5	3	3574	2232	0.0014	0.00134
RB.2	2025-11	5	1	3574	2232	0.0014	0.000448
XFG.19	2025-11	5	2	3574	2232	0.0014	0.000896
XFG.2.12	2025-11	5	3	3574	2232	0.0014	0.00134
XFG.22.3	2025-11	5	3	3574	2232	0.0014	0.00134
XFG.3.1.1	2025-11	5	2	3574	2232	0.0014	0.000896
XFG.3.20	2025-11	5	2	3574	2232	0.0014	0.000896
XFG.3.23	2025-11	5	3	3574	2232	0.0014	0.00134
XFG.5.2.2	2025-11	5	2	3574	2232	0.0014	0.000896
XFG.6.1	2025-11	5	2	3574	2232	0.0014	0.000896
PQ.17.2.1	2025-11	3	3	3574	2232	0.000839	0.00134
PQ.2.5.3	2025-11	3	3	3574	2232	0.000839	0.00134
XFG.14.3	2025-11	3	3	3574	2232	0.000839	0.00134
XFG.14.4	2025-11	3	3	3574	2232	0.000839	0.00134
XFG.2.11	2025-11	4	3	3574	2232	0.00112	0.00134
XFG.3.1.2	2025-11	4	3	3574	2232	0.00112	0.00134
XFG.3.19	2025-11	3	3	3574	2232	0.000839	0.00134
XFG.3.29	2025-11	3	3	3574	2232	0.000839	0.00134
XFG.3.5.2	2025-11	3	3	3574	2232	0.000839	0.00134
XFG.6.5.1	2025-11	4	3	3574	2232	0.00112	0.00134
XFG.7	2025-11	4	3	3574	2232	0.00112	0.00134
XFG.9.3.1	2025-11	3	3	3574	2232	0.000839	0.00134
XFG.9.6	2025-11	4	3	3574	2232	0.00112	0.00134
XFY.1	2025-11	3	3	3574	2232	0.000839	0.00134
LF.7	2025-11	4	0	3574	2232	0.00112	0
PQ.13.1	2025-11	4	2	3574	2232	0.00112	0.000896
PQ.17.5	2025-11	4	2	3574	2232	0.00112	0.000896
PQ.38	2025-11	4	1	3574	2232	0.00112	0.000448
PQ.4	2025-11	4	2	3574	2232	0.00112	0.000896
RG.3	2025-11	4	1	3574	2232	0.00112	0.000448
RN.2.1	2025-11	4	2	3574	2232	0.00112	0.000896
XFC.1.4	2025-11	4	1	3574	2232	0.00112	0.000448
XFG.10.1	2025-11	4	2	3574	2232	0.00112	0.000896
XFG.6.7	2025-11	4	2	3574	2232	0.00112	0.000896
XGA.1	2025-11	4	1	3574	2232	0.00112	0.000448
LP.8.1.1	2025-11	3	2	3574	2232	0.000839	0.000896
NY.7.1	2025-11	2	2	3574	2232	0.00056	0.000896
PF.2.3	2025-11	2	2	3574	2232	0.00056	0.000896
PQ.13	2025-11	2	2	3574	2232	0.00056	0.000896
PQ.14.1.1	2025-11	2	2	3574	2232	0.00056	0.000896
PQ.17.1	2025-11	3	2	3574	2232	0.000839	0.000896
PQ.2.2	2025-11	2	2	3574	2232	0.00056	0.000896
PQ.3	2025-11	2	2	3574	2232	0.00056	0.000896
PQ.4.6.1	2025-11	3	2	3574	2232	0.000839	0.000896
PQ.5	2025-11	3	2	3574	2232	0.000839	0.000896
PY.1.1.1	2025-11	3	2	3574	2232	0.000839	0.000896
PY.7	2025-11	2	2	3574	2232	0.00056	0.000896
QF.6	2025-11	3	2	3574	2232	0.000839	0.000896
RC.1	2025-11	2	2	3574	2232	0.00056	0.000896
RJ.1	2025-11	2	2	3574	2232	0.00056	0.000896
RK.1	2025-11	3	2	3574	2232	0.000839	0.000896
SM.1	2025-11	0	2	3574	2232	0	0.000896
XFC	2025-11	2	2	3574	2232	0.00056	0.000896
XFC.3.4	2025-11	2	2	3574	2232	0.00056	0.000896
XFG.14.5	2025-11	2	2	3574	2232	0.00056	0.000896
XFG.2.2	2025-11	2	2	3574	2232	0.00056	0.000896
XFG.2.8.1	2025-11	2	2	3574	2232	0.00056	0.000896
XFG.3.14	2025-11	3	2	3574	2232	0.000839	0.000896
XFG.3.3	2025-11	2	2	3574	2232	0.00056	0.000896
XFG.3.30	2025-11	3	2	3574	2232	0.000839	0.000896
XFG.5.1.1	2025-11	3	2	3574	2232	0.000839	0.000896
XFG.5.1.3	2025-11	3	2	3574	2232	0.000839	0.000896
XFG.6.12	2025-11	3	2	3574	2232	0.000839	0.000896
XFG.6.6	2025-11	2	2	3574	2232	0.00056	0.000896
XFG.8.4	2025-11	3	2	3574	2232	0.000839	0.000896
XFT.1	2025-11	2	2	3574	2232	0.00056	0.000896
XFW.1.1	2025-11	3	2	3574	2232	0.000839	0.000896
XGA.2	2025-11	2	2	3574	2232	0.00056	0.000896
NY.9	2025-11	3	0	3574	2232	0.000839	0
PQ.1.2	2025-11	3	1	3574	2232	0.000839	0.000448
PQ.14.3	2025-11	3	1	3574	2232	0.000839	0.000448
PQ.17.10	2025-11	3	1	3574	2232	0.000839	0.000448
PQ.2.1.11	2025-11	3	1	3574	2232	0.000839	0.000448
PQ.31	2025-11	3	1	3574	2232	0.000839	0.000448
QF.2.1	2025-11	3	1	3574	2232	0.000839	0.000448
RE.2.1.1	2025-11	3	0	3574	2232	0.000839	0
RE.2.2.6	2025-11	3	0	3574	2232	0.000839	0
XFC.1.1.1	2025-11	3	1	3574	2232	0.000839	0.000448
XFG.23.1.3	2025-11	3	1	3574	2232	0.000839	0.000448
XFG.3.27.1	2025-11	3	1	3574	2232	0.000839	0.000448
XFG.3.33	2025-11	3	0	3574	2232	0.000839	0
XFG.37	2025-11	3	1	3574	2232	0.000839	0.000448
MC.1	2025-11	2	0	3574	2232	0.00056	0
NY.3.3	2025-11	2	0	3574	2232	0.00056	0
PQ.17.11	2025-11	2	0	3574	2232	0.00056	0
PQ.2.9	2025-11	2	0	3574	2232	0.00056	0
PQ.24	2025-11	2	1	3574	2232	0.00056	0.000448
PQ.39	2025-11	2	1	3574	2232	0.00056	0.000448
PQ.39.1	2025-11	2	0	3574	2232	0.00056	0
PQ.45	2025-11	2	0	3574	2232	0.00056	0
QS.1	2025-11	2	1	3574	2232	0.00056	0.000448
QY.3	2025-11	2	1	3574	2232	0.00056	0.000448
RC.2.1	2025-11	2	1	3574	2232	0.00056	0.000448
RE.2.2	2025-11	2	0	3574	2232	0.00056	0
RE.2.2.5	2025-11	2	0	3574	2232	0.00056	0
RF.1	2025-11	2	1	3574	2232	0.00056	0.000448
RP.1	2025-11	2	1	3574	2232	0.00056	0.000448
RR.1	2025-11	2	1	3574	2232	0.00056	0.000448
